Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/21/2015 9:57:02,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,"Por influência dos pais, dos amigos e de familiares.",,Boa afinidade,Muita afinidade,Alguma afinidade,Alguma afinidade,Até 2 horas,Motivado.,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Ainda não sei ao certo se e isso que eu quero, e meio que ainda não me acho preparado para vida acadêmica, pretendo, ao longo desse ano, descobrir qual profiçao eu quererei exercer, e se caso me identifique com o curso, terminá-lo, e me tornar o melhor profissional possível nesta área.",Sistemas da informação,Sistemas da informaço Ciencias da computaço,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 10:01:55,CANCELADO/DESISTÊNCIA,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,,Alguma afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 4 a 6 horas,Motivado.,Pouquíssimo conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Em geral são boas. Mas não tenho certeza se é esse curso mesmo que quero. Com frequência penso em mudar se curso... ir fazer cursinho em Fortaleza morando com meus irmãos... iria me conhecer melhor e me decidir o que realmente quero... tenha gosto por carreira acadêmica sim, penso as vezes em Física... pois é a ciência que mais acho legal. Mas por em quanto estou vivendo a experiência de faculdade (que estou gostando e crescendo muito como pessoa). Em um futuro próximo vou realmente me decidir.",Sistemas da informação,Sistemas de Informação e Letras em Inglês - UECE,"Problemas Pessoais, Dificuldade com o aprendizado da matemática",,
5/21/2015 10:16:54,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 4 a 6 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero acompanhar o conteudo de matematica para conseguir programar bem, e poder concluir um doutorado.",Ciência da computação,Ciencias da Computaçao,"Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/21/2015 10:18:50,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Que eu me realize com esse curso, me tornando um bom profissional, não me frustrando no futuro.",Ciência da computação,Ciência da Computação / Ciência da Computação,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/21/2015 10:19:27,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Até 10 km,Automóvel particular,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que o curso supere todas as expectativas as quais criei, que foram ter um ótimo aprendizado, conhecer novas pessoas para me ajudar na vida acadêmica e aprender a ser um bom profissional para atuar na área.",Ciência da computação,Ciência da computação e Sistemas da informação,"Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/21/2015 10:19:54,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,"Passei, era acessível, e desejei conhecer o curso.",,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Experiência de estágio na área.",Gostaria de conseguir um bom emprego.,Espero que de tudo certo.,Ciência da computação,Ciência da Computação - História,"Problemas Pessoais, Dificuldade de Organizar Horários de Estudos",,
5/21/2015 10:20:03,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Feira das profissões,Não exerço nenhuma atividade remunerada.,,"Não participo de nenhuma atividade., Igreja ou grupo religioso.",É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 3 a 4 horas,Muito motivado.,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área., Os desafios da área",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Consiga expandir meus horizontes, me mostrando o quanto estou certo em relação a área da Tecnologia, que tanto amo.",Ciência da computação,Ciências da Computação; Ciências da Computação - UFC Crateus,Problemas Financeiros,,
5/21/2015 10:20:11,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,Espero concluir com exito.,Ciência da computação,Ciência da computação - Ciência da computação,"Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/21/2015 10:20:14,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Biclicleta,Sim. Visual,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de conseguir um bom emprego.,"Espero me dedicar, aprender e conseguir ser aprovado.",Ciência da computação,Ciência da Computação e Sistemas de informação,"Problemas Pessoais, Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração, Dificuldade com o aprendizado da matemática",,
5/21/2015 10:20:24,CANCELADO/DESISTÊNCIA,Masculino,,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Particular,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,,Muita afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de prestar um concurso e trabalhar no setor público.,"Espero me identificar cada vez mais com as matérias, no intuito de ganhar interesse e fazer um bom curso, para que,  no fim, eu consiga me realizar profissionalmente encaixado no setor público do país, ou no setor privado, caso eu consiga um emprego no exterior.",Ciência da computação,Arquitetura e Ciencias da Computação,"Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",,
5/21/2015 10:20:25,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Pouquíssimo conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Que expanda o meu conhecimento sobre a área para que eu adquira muita experiência e capacidade para seguir na vida acadêmica.,Ciência da computação,"Ciência da Computação, Música","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/21/2015 10:20:33,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Venho com um amigo de moto,Sim. Visual,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Pouquíssima afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,Acima de 6 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que seja bem proveitoso, que dê para ter uma grande base para um futuro mestrado e doutorado.",Ciência da computação,Sistemas de Informação e Ciência da Computação,"Problemas Financeiros, Dificuldade de Concentração",,
5/21/2015 10:21:20,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"Espero que seja realmente um curso que me dê uma visão detalhada sobre computadores e todo o mundo que os rodeia, com maior foco em programação e desenvolvimento.",Ciência da computação,Ciência da Computação e Sistemas de Informação,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/21/2015 10:21:33,CANCELADO/LIMITEREPROVAÇÃOEXCEDIDO,Feminino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,"Igreja ou grupo religioso., Grupo cultural (dança, teatro, música, coral, etc).",Pelo fato de a instituição de ensino ser uma universidade pública.,,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Pretendo  adquirir conhecimentos e trabalhar na área.Prestar concurso e também seguir uma vida académica.,Ciência da computação,Ciência da Computação/ Engenharia de softwere,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
