Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
4/18/2016 11:51:56,ATIVO,Sistemas da informação,Sistemas de Informação e Redes de Computadores,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Particular e pública,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Pouquíssima afinidade,Pouquíssima afinidade,Até 2 horas,Muito motivado.,Algum conhecimento,Algum conhecimento,Conheço muito bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,Espero me tornar um profissional da área de T.I para futuramente estar prestando concurso público garantindo assim minha estabilidade financeira e realização pessoal.
4/18/2016 11:52:09,ATIVO,Sistemas da informação,Sistemas da Informaçao / Ciência da Computação,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Boa afinidade,Boa afinidade,Pouquíssima afinidade,De 2 a 3 horas,Motivado.,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,"Espero que eu consiga terminar o curso com êxito, com a ajuda da minha família, amigos e com a ajuda financeira das bolsas que a universidade oferta."
4/18/2016 11:52:51,ATIVO,Sistemas da informação,"SI,CC",Escola e cursinhos,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Sozinho,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública e particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,Finalize muito bem e logo inicie na carreira profissional
4/18/2016 11:53:14,ATIVO,Sistemas da informação,Psicologia e Engenharia Civil,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública e particular,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Muita afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se sempre,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Apesar de toda dificuldade que estou encontrando em relação ao aprendizado, no qual não estou conseguindo captar e absolver algumas disciplinas não sei se devido aos problemas nos quais estou passando e que involuntariamente acabo deixando tomarem conta da minha atenção, me identifiquei bastante com o curso, mas infelizmente não consegui ainda ""chegar"" na faculdade. Esperava não encontrar tanta dificuldade de aprendizado. Diante da minha desmotivação, espero conseguir me estimular e me dedicar melhor ao curso. Ou talvez, me decidir melhor se é este curso que quero continuar cursando. Espero concluir com êxito qualquer curso que eu venha continuar cursando."
4/18/2016 11:53:30,ATIVO,Sistemas da informação,Sistema de Informação/Design Digital,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Muita afinidade,Pouquíssima afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de conseguir um bom emprego.,"Espero sempre aprender mais a cada dia, alcançando todas as metas e objetivos traçados. Espero ser realizado profissionalmente ao término do curso."
4/18/2016 11:53:44,ATIVO,Sistemas da informação,Sistema de Informação | Engenharia de Produção CIvil,No site da universidade.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Banda Municipal de Choró,Pelo fato de a instituição de ensino ser uma universidade pública.,Boa afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 4 a 6 horas,Pouco motivado.,Conheço bem,Conheço muito bem,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Transporte, Problemas Financeiros",Gostaria de ganhar dinheiro com o meu próprio negócio.,Desenvolver e aperfeiçoar minhas habilidades para tornar-se um ótimo programador e logo ao concluir o curso criar minha própria empresa de desenvolvimento web ou mudar-se de país para buscar novos horizontes no ramo da programação
4/18/2016 11:53:49,ATIVO,Sistemas da informação,Sistema de Informação/Design Digital,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Muita afinidade,Pouquíssima afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de conseguir um bom emprego.,"Espero sempre aprender mais a cada dia, alcançando todas as metas e objetivos traçados. Espero ser realizado profissionalmente ao término do curso."
4/18/2016 11:55:20,ATIVO,Sistemas da informação,Sistemas de Informação e Ciências Biológicas,Revista das profissẽs,Masculino,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,Boa afinidade,Muita afinidade,Alguma afinidade,Muita afinidade,De 4 a 6 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade com o aprendizado de programação",Gostaria de prestar um concurso e trabalhar no setor público.,"Pretendo encontrar dificuldades, já que o curso se fundamenta em cima de matemática e computação, mas tenho  a perspectiva de me  formar no mesmo e conseguir um bom emprego."
4/18/2016 11:56:16,ATIVO,Sistemas da informação,"Engenharia de Sofitwares,Sistemas de Informaçaõ",Depoimentos alunos,Masculino,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Muita afinidade,Alguma afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",Gostaria de ganhar dinheiro com o meu próprio negócio.,Bom desenvolvilmento
4/18/2016 11:58:16,DESISTENCIA,Sistemas da informação,"Sistema de informação, Rede de Computadores",Em sites especializados.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Problemas Pessoais",Gostaria de conseguir um bom emprego.,Espero ser bem sucedido para com o curso.
4/20/2016 11:20:28,ATIVO,Ciência da computação,"Ciência da computação ufc, e Ciência da computação( João pessoa)",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Acima de 6000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,Muita afinidade,Alguma afinidade,Muita afinidade,Alguma afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Dificuldade com Arquitetura,Gostaria de conseguir um bom emprego.,"Espero obter sucesso, e atingir a meta de concluir o curso sem reprovar em nenhuma cadeira."
4/25/2016 11:44:30,ATIVO,Sistemas da informação,Sistemas de Informaçao/Eng de Software,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,Gostaria de seguir a carreira academica.,Boa afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração, Dificuldade com o aprendizado da matemática","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Bom! Eu entrei em Sistemas de Informaçao. Mas gostaria de ter entrado em Engenharia de Software. A minha expectativa eh fazer as disciplinas. E no fim do ano mudar o meu curso e aproveitar as disciplinas ja cursadas. Quero seguir a area academica.
